year,month,day,hour,minute,source,dry_bulb,dew_point,humidity,pressure,ehr,ednr,hiri,ghr,dnr,dhr,ghi,dni,dhi,zenith,direction,speed,total_cover,opaque_cover,visibility,height,observation,codes,water,optical_depth,snow_depth,last_snowfall,albedo,precipitation_depth,precipitation_quantity
2010,01,13,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.0,64.5,101100.0,0,0,9999,0,803,76,0,0,0,0,300,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,13,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.2,63.0,101090.0,0,0,9999,0,870,90,0,0,0,0,220,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,13,22,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.4,62.3,101010.0,0,0,9999,0,856,118,0,0,0,0,220,5.7,1.8,1.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,13,23,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.6,62.2,100880.0,0,0,9999,0,687,203,0,0,0,0,230,7.2,8.4,8.4,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,13,24,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,16.0,62.6,100790.0,0,0,9999,0,710,186,0,0,0,0,260,9.3,6.8,6.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,1,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,16.4,63.3,100740.0,0,0,9999,0,593,207,0,0,0,0,280,6.7,9.3,9.3,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,2,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,24.0,16.4,63.6,100730.0,0,0,9999,0,624,144,0,0,0,0,340,7.2,4.8,4.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,3,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,16.5,66.2,100760.0,0,0,9999,0,271,143,0,0,0,0,340,9.3,16.0,16.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,4,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,16.5,69.7,100810.0,0,0,9999,0,12,54,0,0,0,0,330,7.7,20.3,20.3,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,5,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,16.0,70.1,100880.0,0,0,9999,0,0,0,0,0,0,0,340,6.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,6,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.4,68.5,100970.0,0,0,9999,0,0,0,0,0,0,0,330,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,7,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.1,66.3,101050.0,0,0,9999,0,0,0,0,0,0,0,330,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.0,65.7,101100.0,0,0,9999,0,0,0,0,0,0,0,330,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.3,67.8,101130.0,0,0,9999,0,0,0,0,0,0,0,230,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,15.4,69.3,101100.0,0,0,9999,0,0,0,0,0,0,0,360,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,15.0,68.4,101090.0,0,0,9999,0,0,0,0,0,0,0,310,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.2,65.1,101100.0,0,0,9999,0,0,0,0,0,0,0,330,6.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.3,61.6,101100.0,0,0,9999,0,0,0,0,0,0,0,310,6.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,12.6,60.0,101120.0,0,0,9999,0,0,0,0,0,0,0,320,7.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,12.4,59.7,101160.0,0,0,9999,0,0,0,0,0,0,0,340,7.2,0.0,0.0,9999,77777,9,909999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,12.2,59.5,101180.0,0,0,9999,0,0,0,0,0,0,0,350,7.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,11.9,58.5,101210.0,0,0,9999,0,0,0,0,0,0,0,350,7.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,18,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,11.4,57.0,101270.0,0,0,9999,0,94,23,0,0,0,0,340,7.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,19,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,11.1,55.7,101330.0,0,0,9999,0,494,78,0,0,0,0,10,6.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,20.0,10.9,54.8,101360.0,0,0,9999,0,467,168,0,0,0,0,330,7.7,10.5,10.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,10.8,53.6,101350.0,0,0,9999,0,488,226,0,0,0,0,360,6.7,13.5,13.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,22,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,10.8,51.8,101300.0,0,0,9999,0,592,226,0,0,0,0,350,5.7,11.4,11.4,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,23,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,10.9,51.0,101200.0,0,0,9999,0,834,134,0,0,0,0,360,6.2,3.3,3.3,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,14,24,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,11.0,51.4,101100.0,0,0,9999,0,923,91,0,0,0,0,30,6.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,1,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,11.2,51.9,101040.0,0,0,9999,0,895,87,0,0,0,0,30,6.2,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,2,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,11.5,52.8,101010.0,0,0,9999,0,836,80,0,0,0,0,20,6.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,3,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,11.9,54.8,101000.0,0,0,9999,0,711,66,0,0,0,0,30,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,4,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,12.4,57.7,101040.0,0,0,9999,0,317,40,0,0,0,0,20,3.6,3.2,3.2,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,5,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.0,60.4,101090.0,0,0,9999,0,0,0,0,0,0,0,40,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,6,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.5,62.6,101140.0,0,0,9999,0,0,0,0,0,0,0,50,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,7,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.9,64.3,101210.0,0,0,9999,0,0,0,0,0,0,0,50,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.2,65.7,101270.0,0,0,9999,0,0,0,0,0,0,0,50,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.4,66.6,101270.0,0,0,9999,0,0,0,0,0,0,0,70,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.2,65.5,101260.0,0,0,9999,0,0,0,0,0,0,0,70,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.8,64.1,101250.0,0,0,9999,0,0,0,0,0,0,0,60,4.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.8,63.7,101220.0,0,0,9999,0,0,0,0,0,0,0,80,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.8,63.3,101170.0,0,0,9999,0,0,0,0,0,0,0,60,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.6,62.8,101140.0,0,0,9999,0,0,0,0,0,0,0,70,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.4,63.0,101130.0,0,0,9999,0,0,0,0,0,0,0,320,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.4,63.2,101150.0,0,0,9999,0,0,0,0,0,0,0,80,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.4,62.6,101190.0,0,0,9999,0,0,0,0,0,0,0,330,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,18,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,13.3,61.8,101250.0,0,0,9999,0,132,22,0,0,0,0,80,3.1,1.5,1.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,19,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,13.6,60.8,101280.0,0,0,9999,0,339,102,0,0,0,0,80,3.6,12.9,12.9,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.0,59.4,101310.0,0,0,9999,0,476,161,0,0,0,0,90,5.7,12.3,12.3,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,13.8,57.9,101320.0,0,0,9999,0,563,196,0,0,0,0,50,6.7,11.2,11.2,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,22,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,13.9,58.5,101280.0,0,0,9999,0,676,188,0,0,0,0,70,6.7,7.9,7.9,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,23,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.1,59.6,101180.0,0,0,9999,0,828,134,0,0,0,0,70,6.7,2.8,2.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,15,24,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.2,59.6,101070.0,0,0,9999,0,906,94,0,0,0,0,50,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,1,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.2,60.0,100990.0,0,0,9999,0,870,93,0,0,0,0,60,6.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,2,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.3,60.2,100960.0,0,0,9999,0,592,150,0,0,0,0,60,5.7,9.1,9.1,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,3,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.2,60.7,100990.0,0,0,9999,0,421,120,0,0,0,0,70,6.7,12.4,12.4,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,4,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.3,61.5,101030.0,0,0,9999,0,171,53,0,0,0,0,50,3.6,10.8,10.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,5,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.4,62.1,101080.0,0,0,9999,0,0,0,0,0,0,0,60,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,6,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.6,62.9,101130.0,0,0,9999,0,0,0,0,0,0,0,60,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,7,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.8,63.5,101170.0,0,0,9999,0,0,0,0,0,0,0,70,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.8,63.7,101190.0,0,0,9999,0,0,0,0,0,0,0,70,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.0,64.7,101210.0,0,0,9999,0,0,0,0,0,0,0,80,5.7,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.2,66.1,101210.0,0,0,9999,0,0,0,0,0,0,0,40,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.1,66.7,101200.0,0,0,9999,0,0,0,0,0,0,0,60,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.0,66.7,101150.0,0,0,9999,0,0,0,0,0,0,0,80,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.0,66.3,101090.0,0,0,9999,0,0,0,0,0,0,0,120,3.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.8,66.3,101040.0,0,0,9999,0,0,0,0,0,0,0,90,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.7,65.8,101040.0,0,0,9999,0,0,0,0,0,0,0,100,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.7,65.4,101050.0,0,0,9999,0,0,0,0,0,0,0,310,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,14.6,65.4,101070.0,0,0,9999,0,0,0,0,0,0,0,320,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,18,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.7,64.4,101110.0,0,0,9999,0,111,23,0,0,0,0,90,2.6,5.3,5.3,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,19,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,14.8,62.7,101140.0,0,0,9999,0,268,114,0,0,0,0,100,4.6,18.0,18.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,20,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,14.8,61.4,101160.0,0,0,9999,0,401,180,0,0,0,0,80,4.6,16.7,16.7,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,21,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,14.8,59.7,101160.0,0,0,9999,0,481,225,0,0,0,0,70,5.7,15.5,15.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,22,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.0,59.2,101100.0,0,0,9999,0,684,183,0,0,0,0,120,4.1,8.4,8.4,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,23,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.2,60.2,101010.0,0,0,9999,0,824,136,0,0,0,0,50,3.6,3.5,3.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,16,24,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.2,60.4,100920.0,0,0,9999,0,913,91,0,0,0,0,70,4.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,1,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.2,60.9,100860.0,0,0,9999,0,709,155,0,0,0,0,40,5.7,6.6,6.6,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,2,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.4,61.7,100840.0,0,0,9999,0,801,88,0,0,0,0,60,4.1,0.8,0.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,3,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.4,62.9,100840.0,0,0,9999,0,602,83,0,0,0,0,60,6.7,4.5,4.5,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,4,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,23.0,15.6,64.6,100870.0,0,0,9999,0,286,46,0,0,0,0,60,6.2,4.6,4.6,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,5,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.6,65.8,100900.0,0,0,9999,0,1,0,0,0,0,0,60,5.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,6,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.7,66.4,100940.0,0,0,9999,0,0,0,0,0,0,0,60,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,7,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.8,66.9,100980.0,0,0,9999,0,0,0,0,0,0,0,80,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,8,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.8,67.5,101010.0,0,0,9999,0,0,0,0,0,0,0,80,2.6,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,9,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.8,68.3,101060.0,0,0,9999,0,0,0,0,0,0,0,340,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,10,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,16.0,69.8,101090.0,0,0,9999,0,0,0,0,0,0,0,330,3.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,11,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,16.1,70.9,101080.0,0,0,9999,0,0,0,0,0,0,0,30,3.1,15.7,15.7,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,12,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,16.0,71.1,101070.0,0,0,9999,0,0,0,0,0,0,0,320,3.1,26.8,26.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,13,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,15.9,70.9,101050.0,0,0,9999,0,0,0,0,0,0,0,330,2.6,26.8,26.8,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,14,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,21.0,15.8,70.2,101020.0,0,0,9999,0,0,0,0,0,0,0,60,2.1,8.6,8.6,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,15,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.7,69.8,101020.0,0,0,9999,0,0,0,0,0,0,0,50,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,16,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.7,69.1,101050.0,0,0,9999,0,0,0,0,0,0,0,340,1.5,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
2010,01,17,17,00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9*9*9*9,22.0,15.8,68.9,101080.0,0,0,9999,0,0,0,0,0,0,0,330,2.1,0.0,0.0,9999,77777,9,999999999,999,0.999,0,99,0.08,0.0,1
